Name,Sector,Industry,Market cap (mil),,,
Headlam Group PLC HEAD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GBX 118.35,,,
Gaming Realms PLC GMR,Consumer Cyclical,Gambling,GBX 117.64,,,
Creo Medical Group PLC CREO,Healthcare,Medical Devices,GBX 117.58,,,
Litigation Capital Management Ltd LIT,Financial Services,Credit Services,GBX 117.19,,,
Knights Group Holdings PLC KGH,Industrials,Specialty Business Services,GBX 116.84,,,
STV Group PLC STVG,Communication Services,Broadcasting,GBX 116.83,,,
Renold PLC RNO,Industrials,Specialty Industrial Machinery,GBX 115.93,,,
Carr's Group PLC CARR,Consumer Defensive,Packaged Foods,GBX 113.32,,,
Spectra Systems Corp SPSC,Technology,Software - Application,GBX 112.52,,,
Spectra Systems Corp SPSY,Technology,Software - Application,GBX 112.52,,,
Diaceutics PLC DXRX,Healthcare,Diagnostics & Research,GBX 112.34,,,
Celebrus Technologies PLC CLBS,Technology,Software - Application,GBX 110.42,,,
Gooch & Housego PLC GHH,Technology,Electronic Components,GBX 110.18,,,
Futura Medical PLC FUM,Healthcare,Biotechnology,GBX 109.88,,,
Eleco PLC ELCO,Technology,Software - Application,GBX 109.53,,,
Afentra PLC AET,Energy,Oil & Gas E&P,GBX 108.10,,,
Brown (N) Group PLC BWNG,Consumer Cyclical,Internet Retail,GBX 107.35,,,
Trifast PLC TRI,Industrials,Tools & Accessories,GBX 106.98,,,
AFC Energy PLC AFC,Industrials,Electrical Equipment & Parts,GBX 105.23,,,
TMT Investments PLC TMT,Financial Services,Asset Management,USD 105.05,,,
Oxford Metrics PLC OMG,Technology,Software - Application,GBX 104.49,,,
Churchill China PLC CHH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GBX 104.48,,,
Premier Miton Group PLC PMI,Financial Services,Asset Management,GBX 104.39,,,
Kistos Holdings PLC KIST,Energy,Oil & Gas E&P,GBX 103.58,,,
Tribal Group PLC TRB,Technology,Software - Application,GBX 103.43,,,
Pharos Energy PLC PHAR,Energy,Oil & Gas E&P,GBX 102.52,,,
Metals Exploration PLC MTL,Basic Materials,Gold,GBX 102.10,,,
Anglo Asian Mining PLC AAZ,Basic Materials,Gold,GBX 101.68,,,
Concurrent Technologies PLC CNC,Technology,Computer Hardware,GBX 100.62,,,
Frontier Developments PLC FDEV,Communication Services,Electronic Gaming & Multimedia,GBX 99.94,,,
Kodal Minerals PLC KOD,Basic Materials,Other Industrial Metals & Mining,GBX 99.21,,,
Dialight PLC DIA,Industrials,Electrical Equipment & Parts,GBX 99.19,,,
DP Poland PLC DPP,Consumer Cyclical,Restaurants,GBX 98.67,,,
Corero Network Security PLC CNS,Technology,Software - Infrastructure,GBX 98.59,,,
ACG Metals Ltd ACG,Basic Materials,Other Industrial Metals & Mining,USD 97.94,,,
Kore Potash PLC KP2,Basic Materials,Other Industrial Metals & Mining,GBX 97.93,,,
ActiveOps PLC AOM,Technology,Software - Application,GBX 96.34,,,
GreenX Metals Ltd GRX,Basic Materials,Copper,GBX 96.17,,,
Michelmersh Brick Holdings PLC MBH,Basic Materials,Building Materials,GBX 96.02,,,
Avation PLC AVAP,Industrials,Rental & Leasing Services,GBX 95.51,,,
Petrofac Ltd PFC,Energy,Oil & Gas Equipment & Services,GBX 94.65,,,
Pebble Group PLC PEBB,Communication Services,Advertising Agencies,GBX 92.74,,,
Rockhopper Exploration PLC RKH,Energy,Oil & Gas E&P,GBX 89.68,,,
Mpac Group PLC MPAC,Industrials,Specialty Industrial Machinery,GBX 89.58,,,
Braemar PLC BMS,Industrials,Marine Shipping,GBX 89.39,,,
BATM Advanced Communications Ltd BVC,Healthcare,Medical Instruments & Supplies,GBX 89.31,,,
Chapel Down Group PLC CDGP,Consumer Defensive,Beverages - Wineries & Distilleries,GBX 89.19,,,
Savannah Resources PLC SAV,Basic Materials,Other Industrial Metals & Mining,GBX 88.00,,,
System1 Group PLC SYS1,Communication Services,Advertising Agencies,GBX 87.55,,,
Topps Tiles PLC TPT,Consumer Cyclical,Home Improvement Retail,GBX 86.53,,,
Aquis Exchange PLC AQX,Financial Services,Financial Data & Stock Exchanges,GBX 85.03,,,
Bango PLC BGO,Technology,Software - Infrastructure,GBX 84.87,,,
Arrow Exploration Corp AXL,Energy,Oil & Gas E&P,GBX 84.65,,,
Kingswood Holding Ltd KWG,Financial Services,Asset Management,GBX 84.06,,,
Atlantic Lithium Ltd ALL,Basic Materials,Other Industrial Metals & Mining,GBX 82.51,,,
Pulsar Group PLC PULS,Technology,Software - Application,GBX 82.37,,,
Shoe Zone PLC SHOE,Consumer Cyclical,Apparel Retail,GBX 82.05,,,
HMS Hydraulic Machines & Systems Group PLC 46GM,Industrials,Specialty Industrial Machinery,USD 82.01,,,
HMS Hydraulic Machines & Systems Group PLC HMSG,Industrials,Specialty Industrial Machinery,USD 82.01,,,
NWF Group PLC NWF,Energy,Oil & Gas Refining & Marketing,GBX 80.36,,,
Mincon Group PLC MCON,Industrials,Tools & Accessories,GBX 78.97,,,
Touchstone Exploration Inc TXP,Energy,Oil & Gas E&P,GBX 78.94,,,
B.P. Marsh & Partners PLC BPM,Financial Services,Asset Management,GBX 78.53,,,
Xaar PLC XAR,Technology,Computer Hardware,GBX 78.04,,,
Caspian Sunrise PLC CASP,Energy,Oil & Gas E&P,GBX 77.80,,,
Anexo Group PLC ANX,Industrials,Rental & Leasing Services,GBX 77.17,,,
Quartix Technologies PLC QTX,Technology,Scientific & Technical Instruments,GBX 76.22,,,
Wynnstay Group PLC WYN,Basic Materials,Agricultural Inputs,GBX 75.88,,,
Berkeley Energia Ltd BKY,Energy,Uranium,GBX 73.09,,,
Hummingbird Resources PLC HUM,Basic Materials,Gold,GBX 72.93,,,
Software Circle PLC SFT,Industrials,Specialty Business Services,GBX 72.17,,,
Eco Animal Health Group PLC EAH,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 72.15,,,
Town Centre Securities PLC TOWN,Real Estate,REIT - Diversified,GBX 70.21,,,
Watkin Jones PLC WJG,Consumer Cyclical,Residential Construction,GBX 69.68,,,
Ramsdens Holdings PLC RFX,Industrials,Conglomerates,GBX 69.38,,,
Mulberry Group PLC MUL,Consumer Cyclical,Footwear & Accessories,GBX 69.09,,,
Alumasc Group PLC ALU,Industrials,Building Products & Equipment,GBX 69.02,,,
Lords Group Trading PLC LORD,Industrials,Industrial Distribution,GBX 68.84,,,
Flowtech Fluidpower PLC FLO,Industrials,Industrial Distribution,GBX 68.81,,,
Cake Box Holdings PLC CBOX,Consumer Defensive,Grocery Stores,GBX 67.20,,,
Sancus Lending Group Ltd LEND,Financial Services,Credit Services,GBX 67.19,,,
Hansard Global PLC HSD,Financial Services,Insurance - Life,GBX 67.16,,,
RM PLC RM.,Technology,Software - Application,GBX 67.02,,,
Water Intelligence PLC WATR,Industrials,Specialty Business Services,GBX 66.98,,,
Serabi Gold PLC SRB,Basic Materials,Gold,GBX 65.89,,,
1Spatial PLC SPA,Technology,Software - Application,GBX 65.62,,,
Logistics Development Group PLC LDG,Industrials,Integrated Freight & Logistics,GBX 65.54,,,
Real Estate Investors PLC RLE,Real Estate,REIT - Diversified,GBX 65.18,,,
ASA International Group PLC ASAI,Financial Services,Credit Services,GBX 65.00,,,
Revolution Beauty Group PLC REVB,Consumer Defensive,Household & Personal Products,GBX 64.69,,,
Palace Capital PLC PCA,Real Estate,REIT - Diversified,GBX 64.42,,,
Aminex PLC AEX,Energy,Oil & Gas E&P,GBX 63.29,,,
Billington Holdings PLC BILN,Industrials,Engineering & Construction,GBX 62.71,,,
GRIT Real Estate Income Group Ltd GR1T,Real Estate,Real Estate Services,GBX 62.37,,,
SRT Marine Systems PLC SRT,Technology,Scientific & Technical Instruments,GBX 62.34,,,
Nexteq PLC NXQ,Technology,Computer Hardware,GBX 62.03,,,
Dewhurst Group PLC DWHA,Industrials,Electrical Equipment & Parts,GBX 61.95,,,
Marks Electrical Group PLC MRK,Consumer Cyclical,Specialty Retail,GBX 61.77,,,
SDI Group PLC SDI,Technology,Scientific & Technical Instruments,GBX 61.69,,,
Dewhurst Group PLC DWHT,Industrials,Electrical Equipment & Parts,GBX 61.51,,,
Carillion PLC CLLN,Industrials,Engineering & Construction,GBX 61.10,,,
Enwell Energy PLC ENW,Energy,Oil & Gas E&P,GBX 61.00,,,
Venture Life Group PLC VLG,Consumer Defensive,Household & Personal Products,GBX 60.99,,,
Rainbow Rare Earths Ltd RBW,Basic Materials,Other Industrial Metals & Mining,GBX 59.86,,,
Ten Lifestyle Group PLC TENG,Consumer Cyclical,Travel Services,GBX 59.70,,,
Afarak Group SE AFRK,Basic Materials,Other Industrial Metals & Mining,GBX 59.53,,,
Eurasia Mining PLC EUA,Basic Materials,Other Precious Metals & Mining,GBX 59.44,,,
NewRiver REIT PLC NRR,Real Estate,REIT - Retail,GBX 59.29,,,
Argo Blockchain PLC ARB,Financial Services,Capital Markets,GBX 58.67,,,
Andrada Mining Ltd ATM,Basic Materials,Other Industrial Metals & Mining,GBX 57.87,,,
Zephyr Energy PLC ZPHR,Energy,Oil & Gas E&P,GBX 57.77,,,
Facilities by ADF PLC ADF,Consumer Cyclical,Recreational Vehicles,GBX 57.15,,,
AltynGold PLC ALTN,Basic Materials,Gold,GBX 56.85,,,
Falcon Oil & Gas Ltd FOG,Energy,Oil & Gas E&P,GBX 55.77,,,
Inspecs Group PLC SPEC,Healthcare,Medical Instruments & Supplies,GBX 55.41,,,
Frenkel Topping Group PLC FEN,Financial Services,Asset Management,GBX 54.68,,,
Agronomics Ltd ANIC,Financial Services,Asset Management,GBX 54.51,,,
Trufin PLC TRU,Financial Services,Credit Services,GBX 53.99,,,
Distribution Finance Capital Holdings PLC DFCH,Financial Services,Credit Services,GBX 53.81,,,
Marwyn Acquisition Co II Ltd MAC2,Financial Services,Shell Companies,GBX 53.38,,,
Panther Securities PLC PNS,Real Estate,Real Estate Services,GBX 53.20,,,
Science in Sport PLC SIS,Consumer Defensive,Packaged Foods,GBX 52.95,,,
Anpario PLC ANP,Consumer Defensive,Packaged Foods,GBX 52.85,,,
Petra Diamonds Ltd PDL,Basic Materials,Other Precious Metals & Mining,GBX 52.82,,,
Aura Energy Ltd AURA,Energy,Uranium,GBX 52.76,,,
Inspired PLC INSE,Industrials,Specialty Business Services,GBX 52.63,,,
Character Group (The) PLC CCT,Consumer Cyclical,Leisure,GBX 52.45,,,
Colefax Group PLC CFX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GBX 52.09,,,
Sanderson Design Group PLC SDG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GBX 52.05,,,
Everyman Media Group PLC EMAN,Communication Services,Entertainment,GBX 51.29,,,
Personal Group Holdings PLC PGH,Financial Services,Insurance - Property & Casualty,GBX 50.77,,,
Novacyt SA NCYT,Healthcare,Medical Devices,GBX 50.66,,,
Poolbeg Pharma PLC POLB,Healthcare,Biotechnology,GBX 50.50,,,
EnSilica PLC ENSI,Technology,Semiconductors,GBX 50.23,,,
Smart (J) & Co (Contractors) PLC SMJ,Industrials,Engineering & Construction,GBX 50.15,,,
Journeo PLC JNEO,Industrials,Security & Protection Services,GBX 50.00,,,
Predator Oil & Gas Holdings PLC PRD,Energy,Oil & Gas E&P,GBX 49.91,,,
HSS Hire Group PLC HSS,Industrials,Rental & Leasing Services,GBX 49.35,,,
AssetCo PLC ASTO,Financial Services,Asset Management,GBX 49.15,,,
Pensana PLC PRE,Basic Materials,Other Industrial Metals & Mining,GBX 48.33,,,
Time Finance PLC TIME,Financial Services,Credit Services,GBX 48.11,,,
Manolete Partners PLC MANO,Industrials,Consulting Services,GBX 46.82,,,
Triad Group PLC TRD,Technology,Information Technology Services,GBX 46.68,,,
PowerHouse Energy Group PLC PHE,Industrials,Specialty Industrial Machinery,GBX 46.16,,,
Empire Metals Ltd EEE,Basic Materials,Other Precious Metals & Mining,GBX 46.11,,,
Good Energy Group PLC GOOD,Utilities,Utilities - Renewable,GBX 46.07,,,
Calnex Solutions PLC CLX,Technology,Communication Equipment,GBX 45.97,,,
Helium One Global Ltd HE1,Basic Materials,Other Industrial Metals & Mining,GBX 45.72,,,
Kakuzi PLC KAKU,Consumer Defensive,Farm Products,GBX 45.61,,,
Staffline Group PLC STAF,Industrials,Staffing & Employment Services,GBX 45.48,,,
Van Elle Holdings PLC VANL,Industrials,Engineering & Construction,GBX 45.36,,,
Centaur Media PLC CAU,Communication Services,Advertising Agencies,GBX 44.94,,,
Orascom Investment Holding OIH,Communication Services,Telecom Services,USD 44.30,,,
National World PLC NWOR,Communication Services,Internet Content & Information,GBX 44.16,,,
Condor Gold PLC CNR,Basic Materials,Gold,GBX 43.96,,,
G3 Exploration Ltd G3E,Energy,Oil & Gas E&P,GBX 43.86,,,
Skillcast Group PLC SKL,Technology,Software - Application,GBX 43.84,,,
Tissue Regenix Group PLC TRX,Healthcare,Biotechnology,GBX 43.45,,,
CML Microsystems PLC CML,Technology,Semiconductors,GBX 43.26,,,
Kinovo PLC KINO,Industrials,Engineering & Construction,GBX 42.74,,,
CT Automotive Group PLC CTA,Consumer Cyclical,Auto Parts,GBX 42.32,,,
OPG Power Ventures PLC OPG,Utilities,Utilities - Independent Power Producers,GBX 42.08,,,
Likewise Group PLC LIKE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GBX 41.86,,,
Ilika PLC IKA,Industrials,Electrical Equipment & Parts,GBX 41.83,,,
Eco (Atlantic) Oil & Gas Ltd ECO,Energy,Oil & Gas E&P,GBX 41.36,,,
Synectics PLC SNX,Industrials,Security & Protection Services,GBX 41.28,,,
Iofina PLC IOF,Basic Materials,Specialty Chemicals,GBX 41.25,,,
MTI Wireless Edge Ltd MWE,Technology,Communication Equipment,GBX 40.74,,,
Argentex Group PLC AGFX,Financial Services,Capital Markets,GBX 40.52,,,
Invinity Energy Systems PLC IES,Utilities,Utilities - Renewable,GBX 39.65,,,
Zinnwald Lithium PLC ZNWD,Basic Materials,Other Industrial Metals & Mining,GBX 39.39,,,
Gusbourne PLC GUS,Consumer Defensive,Beverages - Wineries & Distilleries,GBX 38.95,,,
PCI-PAL PLC PCIP,Technology,Software - Infrastructure,GBX 38.74,,,
Zanaga Iron Ore Co Ltd ZIOC,Basic Materials,Steel,GBX 38.65,,,
LendInvest PLC LINV,Financial Services,Mortgage Finance,GBX 38.59,,,
Naked Wines PLC WINE,Consumer Defensive,Beverages - Wineries & Distilleries,GBX 38.48,,,
Cirata PLC CRTA,Technology,Software - Application,GBX 38.41,,,
Zoo Digital Group PLC ZOO,Technology,Software - Application,GBX 38.18,,,
Duke Capital Ltd DUKE,Financial Services,Asset Management,GBX 37.78,,,
KEFI Gold and Copper PLC KEFI,Basic Materials,Gold,GBX 36.96,,,
Atome PLC ATOM,Utilities,Utilities - Renewable,GBX 36.84,,,
Maintel Holdings PLC MAI,Communication Services,Telecom Services,GBX 36.62,,,
Hornby PLC HRN,Consumer Cyclical,Leisure,GBX 36.52,,,
Gear4music (Holdings) PLC G4M,Consumer Cyclical,Internet Retail,GBX 36.50,,,
Hercules Site Services PLC HERC,Industrials,Engineering & Construction,GBX 36.45,,,
World Chess PLC CHSS,Technology,Software - Application,GBX 36.32,,,
Phoenix Copper Ltd PXC,Basic Materials,Other Industrial Metals & Mining,GBX 35.98,,,
TPXimpact Holdings PLC TPX,Technology,Information Technology Services,GBX 35.15,,,
AIK Fotboll AB 0O0Q,Communication Services,Entertainment,SEK 34.94,,,
Audioboom Group PLC BOOM,Communication Services,Internet Content & Information,GBX 34.80,,,
Vianet Group PLC VNET,Industrials,Specialty Business Services,GBX 34.74,,,
R E A Holdings PLC RE.,Consumer Defensive,Farm Products,GBX 34.74,,,
ANGLE PLC AGL,Healthcare,Diagnostics & Research,GBX 34.67,,,
Windar Photonics PLC WPHO,Technology,Electronic Components,GBX 34.55,,,
Guardian Metal Resources PLC GMET,Basic Materials,Other Precious Metals & Mining,GBX 34.54,,,
Cavendish Financial PLC CAV,Financial Services,Capital Markets,GBX 34.07,,,
Kromek Group PLC KMK,Technology,Scientific & Technical Instruments,GBX 34.00,,,
Petro Matad Ltd MATD,Energy,Oil & Gas E&P,GBX 33.98,,,
Steppe Cement Ltd STCM,Basic Materials,Building Materials,GBX 33.95,,,
Ariana Resources PLC AAU,Basic Materials,Gold,GBX 33.93,,,
Intelligent Ultrasound Group PLC IUG,Healthcare,Medical Devices,GBX 33.52,,,
Volvere PLC VLE,Financial Services,Asset Management,GBX 33.28,,,
Aurrigo International PLC AURR,Consumer Cyclical,Auto Manufacturers,GBX 33.24,,,
Shield Therapeutics PLC STX,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 33.24,,,
STM Group PLC STM,Financial Services,Asset Management,GBX 33.22,,,
Cornish Metals Inc CUSN,Basic Materials,Other Industrial Metals & Mining,GBX 32.90,,,
K3 Business Technology Group PLC KBT,Technology,Information Technology Services,GBX 32.41,,,
Ebiquity PLC EBQ,Communication Services,Advertising Agencies,GBX 32.13,,,
Neometals Ltd NMT,Industrials,Waste Management,GBX 31.89,,,
CyanConnode Holdings PLC CYAN,Technology,Communication Equipment,GBX 31.76,,,
Various Eateries PLC VARE,Consumer Cyclical,Restaurants,GBX 31.51,,,
Gattaca PLC GATC,Industrials,Staffing & Employment Services,GBX 31.05,,,
FIH Group PLC FIH,Industrials,Conglomerates,GBX 31.05,,,
Roadside Real Estate PLC ROAD,Real Estate,Real Estate - Development,GBX 30.89,,,
Portmeirion Group PLC PMP,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GBX 30.61,,,
The Artisanal Spirits Co PLC ART,Consumer Defensive,Beverages - Wineries & Distilleries,GBX 30.34,,,
PYX Resources Ltd PYX,Basic Materials,Other Industrial Metals & Mining,GBX 30.01,,,
Blackbird PLC BIRD,Technology,Software - Application,GBX 30.00,,,
Brave Bison Group PLC BBSN,Communication Services,Internet Content & Information,GBX 29.71,,,
88 Energy Ltd 88E,Energy,Oil & Gas E&P,GBX 29.65,,,
Ferro-Alloy Resources Ltd FAR,Basic Materials,Other Industrial Metals & Mining,GBX 29.36,,,
Gelion PLC GELN,Industrials,Electrical Equipment & Parts,GBX 28.56,,,
ProCook Group PLC PROC,Consumer Cyclical,Specialty Retail,GBX 28.44,,,
GetBusy PLC GETB,Technology,Software - Application,GBX 28.32,,,
Arecor Therapeutics PLC AREC,Healthcare,Biotechnology,GBX 28.32,,,
SysGroup PLC SYS,Technology,Software - Infrastructure,GBX 28.20,,,
Indus Gas Ltd INDI,Energy,Oil & Gas E&P,GBX 28.18,,,
Sareum Holdings PLC SAR,Healthcare,Biotechnology,GBX 28.07,,,
Pod Point Group Holdings PLC PODP,Consumer Cyclical,Specialty Retail,GBX 27.92,,,
Angling Direct PLC ANG,Consumer Cyclical,Specialty Retail,GBX 27.82,,,
Carclo PLC CAR,Consumer Cyclical,Auto Parts,GBX 27.53,,,
Quadrise PLC QED,Energy,Oil & Gas Integrated,GBX 27.53,,,
Thruvision Group PLC THRU,Industrials,Security & Protection Services,GBX 27.20,,,
NAHL Group PLC NAH,Communication Services,Advertising Agencies,GBX 27.09,,,
Transense Technologies PLC TRT,Consumer Cyclical,Auto Parts,GBX 27.02,,,
MicroSalt PLC SALT,Consumer Defensive,Packaged Foods,GBX 27.00,,,
M Winkworth PLC WINK,Real Estate,Real Estate Services,GBX 26.59,,,
XLMedia PLC XLM,Communication Services,Publishing,GBX 25.87,,,
Christie Group PLC CTG,Industrials,Specialty Business Services,GBX 25.86,,,
Cropper (James) PLC CRPR,Basic Materials,Paper & Paper Products,GBX 25.80,,,
Made Tech Group PLC MTEC,Technology,Information Technology Services,GBX 25.38,,,
Arc Minerals Ltd ARCM,Basic Materials,Other Industrial Metals & Mining,GBX 24.98,,,
Trinity Exploration & Production PLC TRIN,Energy,Oil & Gas E&P,GBX 24.25,,,
Sosandar PLC SOS,Consumer Cyclical,Internet Retail,GBX 24.20,,,
Celadon Pharmaceuticals PLC CEL,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 24.17,,,
SkinBioTherapeutics PLC SBTX,Healthcare,Biotechnology,GBX 24.02,,,
Fadel Partners Inc FADL,Technology,Software - Application,GBX 23.97,,,
Cardiff Property (The) PLC CDFF,Real Estate,Real Estate Services,GBX 23.87,,,
Cykel AI PLC CYK,Technology,Software - Infrastructure,GBX 23.86,,,
Unbound Group PLC UBG,Consumer Cyclical,Internet Retail,GBX 23.66,,,
Clean Power Hydrogen PLC CPH2,Industrials,Specialty Industrial Machinery,GBX 23.60,,,
Altitude Group PLC ALT,Technology,Software - Application,GBX 23.55,,,
Helix Exploration PLC HEX,Basic Materials,Other Industrial Metals & Mining,GBX 23.48,,,
eEnergy Group PLC EAAS,Industrials,Electrical Equipment & Parts,GBX 23.43,,,
XP Factory PLC XPF,Consumer Cyclical,Leisure,GBX 23.21,,,
First Tin PLC 1SN,Basic Materials,Other Industrial Metals & Mining,GBX 23.09,,,
Virgin Wines UK PLC VINO,Consumer Defensive,Beverages - Wineries & Distilleries,GBX 22.82,,,
Checkit PLC CKT,Technology,Software - Application,GBX 22.68,,,
Mothercare PLC MTC,Consumer Cyclical,Specialty Retail,GBX 22.61,,,
CleanTech Lithium PLC CTL,Basic Materials,Other Industrial Metals & Mining,GBX 22.50,,,
Creightons PLC CRL,Consumer Defensive,Household & Personal Products,GBX 22.24,,,
Jarvis Securities PLC JIM,Financial Services,Capital Markets,GBX 22.14,,,
Finseta PLC FIN,Technology,Software - Infrastructure,GBX 22.11,,,
Velocity Composites PLC VEL,Industrials,Aerospace & Defense,GBX 21.65,,,
Mind Gym PLC MIND,Industrials,Specialty Business Services,GBX 21.52,,,
Nanoco Group PLC NANO,Technology,Semiconductor Equipment & Materials,GBX 21.49,,,
Prospex Energy PLC PXEN,Energy,Oil & Gas E&P,GBX 21.35,,,
Eden Research PLC EDEN,Basic Materials,Agricultural Inputs,GBX 21.33,,,
Mission Group PLC TMG,Communication Services,Advertising Agencies,GBX 20.89,,,
Braime Group PLC BMTO,Industrials,Industrial Distribution,GBX 20.88,,,
Braime Group PLC BMT,Industrials,Industrial Distribution,GBX 20.88,,,
Manx Financial Group PLC MFX,Financial Services,Banks - Regional,GBX 20.31,,,
Jersey Oil and Gas PLC JOG,Energy,Oil & Gas E&P,GBX 20.25,,,
Belluscura PLC BELL,Healthcare,Medical Devices,GBX 20.21,,,
Inspiration Healthcare Group PLC IHC,Healthcare,Medical Devices,GBX 20.17,,,
Chariot Ltd CHAR,Energy,Oil & Gas E&P,GBX 19.86,,,
Itaconix PLC ITX,Basic Materials,Specialty Chemicals,GBX 19.76,,,
Mkango Resources Ltd MKA,Basic Materials,Other Industrial Metals & Mining,GBX 19.60,,,
Hemogenyx Pharmaceuticals PLC HEMO,Healthcare,Biotechnology,GBX 19.59,,,
Tlou Energy Ltd TLOU,Energy,Oil & Gas E&P,GBX 19.57,,,
Tortilla Mexican Grill PLC MEX,Consumer Cyclical,Restaurants,GBX 19.53,,,
Frontier IP Group PLC FIPP,Financial Services,Asset Management,GBX 19.38,,,
essensys PLC ESYS,Technology,Software - Application,GBX 19.09,,,
Tan Delta Systems PLC TAND,Energy,Oil & Gas Equipment & Services,GBX 19.04,,,
Wynnstay Properties PLC WSP,Real Estate,Real Estate - Diversified,GBX 19.01,,,
Polarean Imaging PLC POLX,Healthcare,Medical Devices,GBX 19.01,,,
Asiamet Resources Ltd ARS,Basic Materials,Other Industrial Metals & Mining,GBX 18.81,,,
Secure Property Development & Investment PLC SPDI,Real Estate,Real Estate Services,GBX 18.81,,,
Surface Transforms PLC SCE,Consumer Cyclical,Auto Parts,GBX 18.55,,,
Robinson PLC RBN,Consumer Cyclical,Packaging & Containers,GBX 18.43,,,
B90 Holdings PLC B90,Consumer Cyclical,Gambling,GBX 18.24,,,
European Green Transition PLC EGT,Financial Services,Asset Management,GBX 18.08,,,
REACT Group PLC REAT,Industrials,Specialty Business Services,GBX 18.00,,,
Catalyst Media Group PLC CMX,Consumer Cyclical,Gambling,GBX 17.88,,,
First Property Group PLC FPO,Real Estate,Real Estate Services,GBX 17.86,,,
Bigblu Broadband PLC BBB,Communication Services,Telecom Services,GBX 17.86,,,
Premier African Minerals Ltd PREM,Basic Materials,Other Industrial Metals & Mining,GBX 17.83,,,
GSTechnologies Ltd GST,Technology,Information Technology Services,GBX 17.67,,,
Abingdon Health PLC ABDX,Healthcare,Diagnostics & Research,GBX 17.63,,,
Safestay PLC SSTY,Consumer Cyclical,Lodging,GBX 17.53,,,
Lexington Gold Ltd LEX,Basic Materials,Gold,GBX 17.36,,,
Northcoders Group PLC CODE,Consumer Defensive,Education & Training Services,GBX 17.22,,,
Totally PLC TLY,Healthcare,Medical Care Facilities,GBX 17.20,,,
Empresaria Group PLC EMR,Industrials,Staffing & Employment Services,GBX 17.17,,,
NARF Industries PLC NARF,Technology,Software - Infrastructure,GBX 16.97,,,
OptiBiotix Health PLC OPTI,Healthcare,Biotechnology,GBX 16.90,,,
Hydrogen Utopia International PLC HUI,Industrials,Waste Management,GBX 16.87,,,
Neo Energy Metals PLC NEO,Energy,Uranium,GBX 16.76,,,
TinyBuild Inc TBLD,Communication Services,Electronic Gaming & Multimedia,GBX 16.71,,,
TinyBuild Inc TBLS,Communication Services,Electronic Gaming & Multimedia,GBX 16.71,,,
SIMEC Atlantis Energy Ltd SAE,Utilities,Utilities - Renewable,GBX 16.62,,,
Sunda Energy PLC SNDA,Energy,Oil & Gas E&P,GBX 16.58,,,
Union Jack Oil PLC UJO,Energy,Oil & Gas E&P,GBX 16.52,,,
Arcontech Group PLC ARC,Technology,Software - Application,GBX 16.38,,,
Verici Dx PLC VRCI,Healthcare,Diagnostics & Research,GBX 16.37,,,
Cambridge Cognition Holdings PLC COG,Healthcare,Health Information Services,GBX 16.36,,,
TheWorks.Co.uk PLC WRKS,Consumer Cyclical,Specialty Retail,GBX 16.20,,,
Merit Group PLC MRIT,Technology,Information Technology Services,GBX 16.17,,,
Zambeef Products PLC ZAM,Consumer Defensive,Packaged Foods,GBX 16.16,,,
Ondo InsurTech PLC ONDO,Technology,Scientific & Technical Instruments,GBX 16.01,,,
Gem Diamonds Ltd GEMD,Basic Materials,Other Precious Metals & Mining,GBX 16.00,,,
European Metals Holdings Ltd EMH,Basic Materials,Other Industrial Metals & Mining,GBX 15.97,,,
Power Metal Resources PLC POW,Basic Materials,Other Industrial Metals & Mining,GBX 15.84,,,
Sound Energy PLC SOU,Energy,Oil & Gas E&P,GBX 15.83,,,
Renalytix PLC RENX,Healthcare,Health Information Services,GBX 15.76,,,
Kavango Resources PLC KAV,Basic Materials,Other Industrial Metals & Mining,GBX 15.63,,,
Caledonian Trust PLC CNN,Real Estate,Real Estate Services,GBX 15.61,,,
London Finance & Investment Group PLC LFI,Financial Services,Asset Management,GBX 15.60,,,
Ondine Biomedical Inc OBI,Healthcare,Biotechnology,GBX 15.60,,,
Dianomi PLC DNM,Communication Services,Advertising Agencies,GBX 15.46,,,
Upland Resources Ltd UPL,Energy,Oil & Gas E&P,GBX 15.26,,,
Woodbois Ltd WBI,Basic Materials,Lumber & Wood Production,GBX 15.19,,,
Directa Plus PLC DCTA,Basic Materials,Specialty Chemicals,GBX 15.14,,,
Tavistock Investments PLC TAVI,Financial Services,Capital Markets,GBX 15.13,,,
Insig AI PLC INSG,Technology,Software - Infrastructure,GBX 15.01,,,
Celsius Resources Ltd CLA,Basic Materials,Other Industrial Metals & Mining,GBX 14.96,,,
Borders & Southern Petroleum PLC BOR,Energy,Oil & Gas E&P,GBX 14.65,,,
RTC Group PLC RTC,Industrials,Staffing & Employment Services,GBX 14.62,,,
Harland & Wolff Group Holdings PLC HARL,Industrials,Aerospace & Defense,GBX 14.49,,,
